OrderID,OrderDate,CustomerID,CustomerName,CustomerEmail,CustomerAge,CustomerSegment,Country,Region,ProductID,Category,SubCategory,ProductName,Sales,Quantity,Discount,Profit,ShippingMode
ORD-2023-101353,2025-02-08 20:04:58,CUS-5880,Kelly Bryant,joelblake@example.com,48,Consumer,United Kingdom,Europe,PROD-FUR-674,Furniture,Chairs,Chairs Model Basic,3312.012835318974,8,0.0,680.8376769522433,Same Day
ORD-2024-101354,2024-04-20 04:14:48,CUS-4876,Gabriel Carlson,tiffanywright@example.org,31,Corporate,Croatia,South America,PROD-TEC-829,Technology,Laptops,Laptops Model Basic,3551.6508212911713,7,0.1,531.4309996579643,Standard Class
ORD-2023-101355,2024-06-21 06:25:12,CUS-5884,Loretta Rivera,scrane@example.net,28,Home Office,Bulgaria,Europe,PROD-FUR-700,Furniture,Bookcases,Bookcases Model X,3854.7988165346915,6,0.2,602.8117560167623,First Class
ORD-2023-101356,2025-07-10 09:54:10,CUS-4309,Nicholas Ball,nancywashington@example.org,21,Home Office,Brunei Darussalam,Africa,PROD-FUR-682,Furniture,Furnishings,Furnishings Model X,1028.2461905771643,3,0.0,94.46011183114221,First Class
ORD-2023-101357,2023-08-11 22:16:25,CUS-2967,Denise Gilbert DVM,dylanrodriguez@example.org,53,Home Office,Chile,Africa,PROD-TEC-714,Technology,Laptops,Laptops Model Plus,680.8048839571985,1,0.0,131.70426495509312,Second Class
ORD-2024-101358,2023-03-09 07:44:36,CUS-3315,Jacob Berry,mthomas@example.org,36,Corporate,Finland,Asia-Pacific,PROD-FUR-443,Furniture,Tables,Tables Model Pro,3626.634176281148,4,0.0,187.87664369480638,Second Class
ORD-2023-101359,2024-04-18 13:10:49,CUS-2303,Ashley Oliver,barronjohn@example.org,43,Consumer,Latvia,Africa,PROD-TEC-170,Technology,Phones,Phones Model Plus,3273.059466951731,5,0.1,910.1387680028872,Standard Class
ORD-2023-101360,2024-02-26 13:10:13,CUS-1238,Brittany Romero,tgross@example.com,34,Home Office,Australia,North America,PROD-TEC-420,Technology,Laptops,Laptops Model Pro,9904.064717247913,10,0.0,-665.0525188323766,Same Day
ORD-2024-101361,2023-11-10 06:59:56,CUS-5118,Michelle Garrison,ryancollins@example.net,39,Corporate,British Virgin Islands,North America,PROD-FUR-766,Furniture,Furnishings,Furnishings Model Basic,1584.2104679243566,5,0.0,305.0168762238587,Second Class
ORD-2022-101362,2023-06-22 22:08:10,CUS-5664,Alvin Jones,nathan66@example.com,37,Home Office,Cape Verde,Europe,PROD-OFF-530,Office Supplies,Labels,Labels Model Basic,6082.435755312127,9,0.1,693.0264509551929,First Class
ORD-2023-101363,2025-07-22 07:07:22,CUS-1230,Nicole Guzman,harrischarles@example.org,41,Corporate,Korea,Africa,PROD-TEC-207,Technology,Laptops,Laptops Model Basic,3611.848736261688,10,0.5,454.80455379937365,Second Class
ORD-2024-101364,2025-05-05 10:10:59,CUS-5041,Jennifer Wu,isoto@example.net,68,Small Business,Saint Helena,North America,PROD-FUR-533,Furniture,Bookcases,Bookcases Model Plus,1385.0860752568733,5,0.5,242.2109513639587,Standard Class
ORD-2023-101365,2025-06-20 05:28:19,CUS-2849,Kristopher Conway,amandaortiz@example.net,65,Home Office,Indonesia,South America,PROD-TEC-914,Technology,Copiers,Copiers Model Basic,6048.794083682758,8,0.1,1343.5224385080453,Standard Class
ORD-2022-101366,2023-02-14 05:44:49,CUS-5563,Jennifer Garcia,glenn07@example.net,22,Small Business,Bolivia,North America,PROD-TEC-391,Technology,Laptops,Laptops Model Basic,2750.0991939211613,4,0.2,629.8980345099926,Same Day
ORD-2024-101367,2024-10-18 15:42:02,CUS-1681,Lori Hughes,bturner@example.com,63,Corporate,Slovakia (Slovak Republic),Asia-Pacific,PROD-FUR-313,Furniture,Chairs,Chairs Model Pro,7907.233841428134,9,0.0,2329.3106530555174,First Class
ORD-2023-101368,2025-05-26 07:38:55,CUS-1664,Gary Thompson,wendy93@example.org,65,Home Office,British Virgin Islands,Europe,PROD-FUR-634,Furniture,Chairs,Chairs Model Basic,441.07088986023325,1,0.0,85.46233369599675,Second Class
ORD-2023-101369,2023-08-09 23:00:40,CUS-1596,Rebekah Kelly,cjackson@example.com,33,Consumer,Korea,Africa,PROD-TEC-678,Technology,Accessories,Accessories Model X,7264.140260911725,8,0.0,1692.99713154364,Standard Class
ORD-2023-101370,2025-10-07 07:30:31,CUS-1087,Andrew Morales,pagelauren@example.com,22,Home Office,Benin,South America,PROD-FUR-415,Furniture,Tables,Tables Model Plus,1369.1939732185265,3,0.5,309.07490239048815,Second Class
ORD-2024-101371,2023-06-29 16:49:36,CUS-2836,Jamie Walls DDS,deanamanda@example.net,31,Small Business,Malaysia,Europe,PROD-OFF-556,Office Supplies,Labels,Labels Model Basic,8047.212874773368,10,0.0,441.28236210216426,Second Class
ORD-2023-101372,2024-01-22 09:44:54,CUS-4236,Robert Obrien,kramerchad@example.com,43,Home Office,Puerto Rico,Africa,PROD-OFF-904,Office Supplies,Paper,Paper Model Plus,2347.937284348315,7,0.0,-95.69724761601583,First Class
ORD-2022-101373,2024-05-07 16:08:37,CUS-2357,Mrs. Savannah Frost,nichole49@example.com,34,Consumer,Russian Federation,Asia-Pacific,PROD-TEC-921,Technology,Accessories,Accessories Model Plus,7524.262226622251,10,0.2,106.7982983562467,Second Class
ORD-2023-101374,2025-01-25 22:41:10,CUS-1469,Fernando Lowe,linda10@example.org,34,Consumer,Niger,Europe,PROD-OFF-446,Office Supplies,Binders,Binders Model Plus,910.0732813446176,5,0.1,154.0093862928217,First Class
ORD-2022-101375,2023-01-20 05:29:51,CUS-1349,Matthew Brooks,emilymoore@example.net,52,Consumer,Guatemala,Asia-Pacific,PROD-TEC-119,Technology,Laptops,Laptops Model Basic,286.25669608386704,4,0.15,-2.2121078393184064,First Class
ORD-2024-101376,2024-08-04 21:51:40,CUS-5839,Brian Simmons,jake83@example.com,20,Small Business,Zambia,South America,PROD-OFF-148,Office Supplies,Labels,Labels Model Basic,2716.7948397064224,3,0.0,-37.98567963961607,Second Class
ORD-2024-101377,2025-09-13 13:02:07,CUS-2470,Melanie Noble,breyes@example.net,54,Consumer,Iran,Africa,PROD-TEC-331,Technology,Accessories,Accessories Model Pro,469.33652324572955,3,0.0,-24.917161994378958,Standard Class
ORD-2022-101378,2025-07-11 12:10:01,CUS-4028,Patrick Kim,hawkinsangela@example.org,33,Consumer,Holy See (Vatican City State),South America,PROD-FUR-667,Furniture,Furnishings,Furnishings Model X,1288.0220396045877,4,0.0,350.12221768783286,First Class
ORD-2024-101379,2024-07-07 16:52:43,CUS-3688,Catherine Holmes,brittanycampbell@example.net,52,Small Business,Argentina,South America,PROD-FUR-755,Furniture,Furnishings,Furnishings Model Plus,2366.966302419578,7,0.1,253.34417643649732,Second Class
ORD-2024-101380,2023-10-11 08:42:40,CUS-3499,Paul Andrews,hicksjason@example.net,54,Home Office,Bolivia,South America,PROD-TEC-365,Technology,Accessories,Accessories Model Plus,3353.975302825867,7,0.2,-84.57567873115404,Second Class
ORD-2023-101381,2023-12-27 07:42:46,CUS-5262,Jason Burns,lindahall@example.net,39,Consumer,Taiwan,Africa,PROD-OFF-934,Office Supplies,Art,Art Model Pro,3737.328957074301,4,0.0,917.2363639074358,First Class
ORD-2023-101382,2023-06-25 07:16:12,CUS-1317,John Larson,ibishop@example.net,31,Small Business,Bolivia,Africa,PROD-FUR-927,Furniture,Bookcases,Bookcases Model Plus,3164.593317763285,6,0.0,-44.56673924008127,Second Class
ORD-2022-101383,2025-05-17 14:57:09,CUS-5555,Brenda Daniels,matthew53@example.org,58,Small Business,United Kingdom,Africa,PROD-OFF-526,Office Supplies,Binders,Binders Model Basic,252.59942638449388,3,0.1,16.844843468209334,Second Class
ORD-2023-101384,2023-02-04 05:32:11,CUS-3772,Phillip Martinez,frazieramber@example.net,63,Corporate,Somalia,Africa,PROD-TEC-117,Technology,Phones,Phones Model Basic,2593.066405390796,7,0.15,52.93610043863159,Same Day
ORD-2022-101385,2025-02-20 16:20:43,CUS-4903,Joshua Daniel,thomasgraham@example.org,70,Small Business,Australia,Asia-Pacific,PROD-TEC-358,Technology,Laptops,Laptops Model Pro,4898.941624842671,8,0.0,-250.89265340870574,Second Class
ORD-2023-101386,2022-12-31 19:52:14,CUS-5237,Renee Holder,santosbrittany@example.com,32,Home Office,Mongolia,South America,PROD-TEC-393,Technology,Phones,Phones Model X,2595.275128228394,6,0.0,507.87478202963786,Standard Class
ORD-2023-101387,2025-02-12 14:13:16,CUS-4829,Christina Miller,jorge50@example.net,65,Small Business,Mexico,South America,PROD-OFF-313,Office Supplies,Binders,Binders Model X,2939.921118582249,3,0.0,746.4694416480537,First Class
ORD-2024-101388,2024-07-13 03:47:08,CUS-2463,Gregory Estrada,jamesmartin@example.net,67,Consumer,Austria,North America,PROD-OFF-843,Office Supplies,Storage,Storage Model X,769.9105039038915,1,0.0,53.64949257866393,Standard Class
ORD-2024-101389,2023-12-16 11:39:40,CUS-4220,Catherine Roberts,valeriefoster@example.net,23,Small Business,Guernsey,North America,PROD-TEC-593,Technology,Laptops,Laptops Model Pro,329.62167008036766,3,0.5,52.282591445197156,Standard Class
ORD-2023-101390,2024-03-28 01:08:08,CUS-3783,James Decker,ryan14@example.org,45,Small Business,Timor-Leste,Asia-Pacific,PROD-FUR-719,Furniture,Tables,Tables Model Plus,3013.6834374779432,5,0.0,-96.50405245879833,Standard Class
ORD-2023-101391,2025-03-10 15:32:09,CUS-2527,Daniel Vasquez,lorinelson@example.net,22,Corporate,Iran,Africa,PROD-TEC-118,Technology,Accessories,Accessories Model X,1180.8626495906153,8,0.5,-72.7818466335614,Standard Class
ORD-2024-101392,2024-12-18 22:18:37,CUS-1457,Justin Tran,william48@example.org,50,Small Business,Austria,North America,PROD-FUR-360,Furniture,Chairs,Chairs Model Plus,534.402766779943,6,0.0,148.77298354272,Second Class
ORD-2022-101393,2024-09-17 05:28:31,CUS-4464,Thomas Scott,jacqueline33@example.com,63,Home Office,Tanzania,Africa,PROD-FUR-891,Furniture,Furnishings,Furnishings Model Plus,933.0014101430418,2,0.0,-47.501133499171296,Same Day
ORD-2023-101394,2025-09-18 22:54:25,CUS-1409,Martin Gonzales,lisafrazier@example.net,20,Home Office,Israel,Asia-Pacific,PROD-FUR-157,Furniture,Chairs,Chairs Model Plus,650.6531044874994,3,0.5,99.44973966716212,Second Class
ORD-2023-101395,2024-08-18 12:18:58,CUS-5923,Christopher Smith,william91@example.net,67,Small Business,Belgium,Africa,PROD-TEC-110,Technology,Accessories,Accessories Model Pro,385.494633620232,8,0.5,75.19462706312993,Same Day
ORD-2022-101396,2023-07-09 23:22:09,CUS-4788,Michael Costa PhD,johnsondonna@example.net,68,Small Business,Gibraltar,Africa,PROD-FUR-619,Furniture,Chairs,Chairs Model Plus,2598.5490437641356,3,0.0,439.33805688583936,Same Day
ORD-2022-101397,2024-12-13 02:36:21,CUS-4931,Olivia Wall,sfreeman@example.net,48,Corporate,Belgium,North America,PROD-TEC-699,Technology,Accessories,Accessories Model Plus,609.9380498350481,6,0.1,95.94009553851878,First Class
ORD-2024-101398,2024-10-19 03:42:11,CUS-4529,Mariah Macias,matthew11@example.org,37,Consumer,France,Asia-Pacific,PROD-OFF-887,Office Supplies,Storage,Storage Model Plus,6677.738695305038,10,0.15,-164.45285798600491,Standard Class
ORD-2023-101399,2024-05-16 15:08:49,CUS-5049,Jeremy Sanchez,patricia24@example.net,54,Consumer,British Indian Ocean Territory (Chagos Archipelago),Europe,PROD-TEC-844,Technology,Accessories,Accessories Model Plus,1114.3551792134085,6,0.0,242.2711025822728,First Class
ORD-2022-101400,2022-12-25 09:02:39,CUS-2490,Tammy Cooper,phillipsdavid@example.com,28,Home Office,Libyan Arab Jamahiriya,South America,PROD-TEC-556,Technology,Laptops,Laptops Model Basic,3167.732024641933,5,0.0,557.7233732347704,First Class
ORD-2023-101401,2025-05-21 11:16:16,CUS-3298,Julie Waller,ckline@example.org,47,Small Business,British Indian Ocean Territory (Chagos Archipelago),Asia-Pacific,PROD-FUR-827,Furniture,Tables,Tables Model Pro,8512.273537580857,10,0.0,1044.7876998164973,Second Class
ORD-2023-101402,2023-05-06 22:06:10,CUS-4717,William Johnson,robert44@example.com,24,Small Business,Tuvalu,Asia-Pacific,PROD-FUR-380,Furniture,Furnishings,Furnishings Model Basic,2944.472495818454,4,0.0,621.582549308415,Same Day
ORD-2022-101403,2023-11-08 11:20:11,CUS-4397,Ashley Bradley,johnstontanya@example.org,60,Small Business,Nicaragua,Europe,PROD-TEC-493,Technology,Accessories,Accessories Model X,7362.776471891735,10,0.0,446.5742106161354,Second Class
ORD-2024-101404,2024-03-10 08:52:00,CUS-4050,Ryan Benjamin,ipatel@example.org,64,Consumer,Gambia,Asia-Pacific,PROD-OFF-388,Office Supplies,Art,Art Model Basic,123.13805094761086,1,0.0,21.117339724444765,Standard Class
ORD-2023-101405,2023-03-27 02:57:14,CUS-3521,Vanessa Hicks,ksingleton@example.org,65,Home Office,Gibraltar,South America,PROD-TEC-319,Technology,Copiers,Copiers Model Plus,3537.631279387475,6,0.2,675.2099169802714,First Class
ORD-2023-101406,2023-10-16 13:12:36,CUS-4545,Melanie Hernandez,websterwayne@example.org,50,Consumer,Grenada,Africa,PROD-FUR-561,Furniture,Tables,Tables Model Pro,6098.034118110632,7,0.0,-125.22947026315042,Same Day
ORD-2024-101407,2023-01-04 23:18:38,CUS-3642,Erik Gregory,steven08@example.org,58,Consumer,San Marino,Asia-Pacific,PROD-TEC-148,Technology,Phones,Phones Model Plus,2388.305566424192,4,0.0,528.264664300628,Second Class
ORD-2023-101408,2024-12-17 21:13:25,CUS-3567,Veronica Dickson,elizabethhoover@example.net,52,Corporate,Dominican Republic,South America,PROD-OFF-781,Office Supplies,Storage,Storage Model X,805.6585546679953,2,0.5,171.99935066103015,Same Day
ORD-2023-101409,2022-11-06 18:26:53,CUS-3041,Lindsay Gardner,jonathan20@example.com,56,Consumer,Romania,North America,PROD-TEC-236,Technology,Copiers,Copiers Model X,263.2274055158436,1,0.0,32.52515357084073,First Class
ORD-2024-101410,2023-03-03 12:00:26,CUS-2901,David Bolton,hernandeztony@example.org,25,Corporate,Western Sahara,Africa,PROD-OFF-225,Office Supplies,Art,Art Model Plus,811.3655514542755,4,0.1,44.67278869928401,Same Day
ORD-2022-101411,2023-08-23 20:04:05,CUS-1074,Stephanie Miller,hdawson@example.org,28,Home Office,Saudi Arabia,Asia-Pacific,PROD-FUR-827,Furniture,Bookcases,Bookcases Model Plus,695.7897097773172,6,0.5,175.89225286490333,First Class
ORD-2024-101412,2024-12-29 10:29:19,CUS-4369,Henry Smith,michael43@example.net,35,Small Business,Saint Martin,North America,PROD-OFF-237,Office Supplies,Binders,Binders Model Basic,6285.221239089411,10,0.0,177.7438754476259,Second Class
ORD-2024-101413,2025-08-31 11:49:32,CUS-1167,Heather Torres,jeffrey66@example.com,57,Consumer,Sao Tome and Principe,Africa,PROD-OFF-207,Office Supplies,Binders,Binders Model Plus,4210.133613462199,5,0.15,-257.95105493012716,Same Day
ORD-2024-101414,2025-03-11 15:36:36,CUS-3131,John Delgado,clarkmarc@example.org,43,Small Business,Bangladesh,Asia-Pacific,PROD-FUR-984,Furniture,Chairs,Chairs Model X,1742.5645121285513,4,0.0,17.652752803443434,Same Day
ORD-2024-101415,2024-08-24 04:57:16,CUS-3992,Brian Washington,liuwanda@example.net,30,Consumer,Cayman Islands,South America,PROD-TEC-123,Technology,Copiers,Copiers Model Basic,575.4925305244752,1,0.0,41.54319617014272,Standard Class
ORD-2023-101416,2024-02-06 09:06:26,CUS-3358,Crystal Owen,laurathomas@example.net,40,Corporate,Palestinian Territory,Africa,PROD-OFF-619,Office Supplies,Storage,Storage Model Basic,4385.239530765562,6,0.0,779.9891945476023,Second Class
ORD-2023-101417,2023-02-01 19:20:18,CUS-1377,James Harmon,wilcoxtoni@example.net,58,Consumer,Belize,Africa,PROD-FUR-508,Furniture,Furnishings,Furnishings Model Plus,3790.2060468079912,8,0.5,501.6152197272705,Standard Class
ORD-2022-101418,2024-09-13 20:00:16,CUS-5439,Don Heath DDS,hillsarah@example.com,66,Home Office,Colombia,Africa,PROD-OFF-845,Office Supplies,Paper,Paper Model Plus,6241.829952802647,9,0.2,466.52986936575513,Same Day
ORD-2024-101419,2024-08-01 20:45:45,CUS-5065,Kim Marshall,vanessa93@example.org,65,Corporate,Puerto Rico,North America,PROD-TEC-456,Technology,Accessories,Accessories Model Pro,5612.606439811627,9,0.0,494.3860279568064,First Class
ORD-2023-101420,2024-07-18 14:00:10,CUS-3034,Michael Ferguson,kathysparks@example.net,62,Small Business,Saint Barthelemy,Africa,PROD-TEC-665,Technology,Accessories,Accessories Model Basic,463.1826377228213,1,0.0,66.93580833051799,First Class
ORD-2022-101421,2024-10-22 23:04:31,CUS-2089,Ellen Cordova,barajasstacey@example.net,55,Corporate,Ghana,North America,PROD-TEC-286,Technology,Laptops,Laptops Model X,2326.1730661981937,5,0.0,509.96033549029966,Standard Class
ORD-2023-101422,2022-11-17 07:08:17,CUS-2195,Andrea Bautista,robertrosario@example.com,27,Consumer,Kuwait,Asia-Pacific,PROD-FUR-758,Furniture,Bookcases,Bookcases Model X,6298.841971462789,8,0.2,-251.818444573736,Standard Class
ORD-2024-101423,2024-04-30 04:16:11,CUS-3702,Jordan Butler,tanya56@example.net,28,Consumer,Kuwait,Europe,PROD-OFF-671,Office Supplies,Art,Art Model Basic,934.5950081088049,8,0.0,115.05007992385067,Standard Class
ORD-2024-101424,2024-04-05 00:37:33,CUS-5174,Gary Haney,david45@example.com,69,Home Office,Serbia,Europe,PROD-OFF-106,Office Supplies,Storage,Storage Model Basic,351.4253327278923,2,0.5,81.72053624787951,First Class
ORD-2022-101425,2025-09-24 18:57:36,CUS-3523,Jeremy Doyle,bsims@example.org,23,Home Office,Angola,Europe,PROD-FUR-659,Furniture,Chairs,Chairs Model X,1680.4063261388296,3,0.0,464.43981375847926,First Class
ORD-2023-101426,2022-11-25 21:03:20,CUS-1483,Brandon Carroll,jdrake@example.com,53,Corporate,Kyrgyz Republic,South America,PROD-TEC-884,Technology,Phones,Phones Model X,3684.5900265729624,5,0.2,784.9246533763126,First Class
ORD-2024-101427,2023-08-08 19:43:46,CUS-1187,Jeremy Bass,karenberger@example.org,55,Home Office,Costa Rica,Asia-Pacific,PROD-FUR-624,Furniture,Bookcases,Bookcases Model Plus,1758.8133966706869,5,0.2,32.6693815901072,Second Class
ORD-2022-101428,2023-10-14 20:52:50,CUS-1526,Amy Reynolds,mitchell72@example.com,35,Small Business,American Samoa,South America,PROD-TEC-926,Technology,Accessories,Accessories Model Basic,1255.7997788793355,2,0.0,-17.31839590622836,Standard Class
ORD-2022-101429,2023-06-15 17:10:14,CUS-5893,Richard Leach,mhogan@example.net,64,Small Business,Bulgaria,Europe,PROD-TEC-810,Technology,Copiers,Copiers Model X,305.7374921578457,7,0.5,84.79774417660536,Second Class
ORD-2023-101430,2023-12-14 21:11:14,CUS-5440,Gregory Stanton,amy99@example.net,52,Corporate,Bouvet Island (Bouvetoya),Europe,PROD-TEC-330,Technology,Copiers,Copiers Model X,6255.395054083136,7,0.0,930.4546910889522,Same Day
ORD-2024-101431,2022-12-20 04:31:10,CUS-1024,Tyler Allen,gtorres@example.org,27,Home Office,Honduras,North America,PROD-FUR-332,Furniture,Tables,Tables Model Basic,1499.4982676517084,8,0.0,213.65669527808285,First Class
ORD-2023-101432,2025-10-28 14:17:38,CUS-4400,Kevin Elliott,rmartinez@example.com,66,Small Business,Malawi,North America,PROD-TEC-763,Technology,Laptops,Laptops Model X,4570.48050056166,10,0.2,916.9061499755417,Second Class
ORD-2023-101433,2024-06-28 13:23:38,CUS-4305,Erika Swanson,georgeeric@example.org,22,Small Business,Belize,Asia-Pacific,PROD-FUR-916,Furniture,Chairs,Chairs Model X,540.5305321610319,2,0.0,-46.48360546368071,Standard Class
ORD-2023-101434,2025-09-13 12:25:15,CUS-3362,Carrie Wallace,bryan49@example.net,23,Consumer,Guyana,North America,PROD-TEC-784,Technology,Copiers,Copiers Model Plus,989.7789009194327,1,0.0,75.41307504961706,First Class
ORD-2022-101435,2023-04-01 08:05:59,CUS-3871,Ellen Johnson,cynthiamiller@example.org,51,Home Office,Sudan,South America,PROD-OFF-107,Office Supplies,Labels,Labels Model X,1486.6091741149107,9,0.0,201.77986843751708,Same Day
ORD-2023-101436,2022-12-28 14:23:41,CUS-4832,Chad Morgan,melinda68@example.com,49,Small Business,Cuba,Asia-Pacific,PROD-TEC-370,Technology,Copiers,Copiers Model X,2984.901927491795,3,0.0,103.54086538013856,Standard Class
ORD-2022-101437,2025-03-01 15:11:10,CUS-3097,Bradley Jones,yrodriguez@example.com,18,Small Business,Eritrea,Africa,PROD-FUR-927,Furniture,Furnishings,Furnishings Model Basic,807.7731364128626,2,0.15,174.4356802154955,Standard Class
ORD-2022-101438,2023-06-26 15:36:25,CUS-4896,Lauren Davis,timothy85@example.org,52,Consumer,Papua New Guinea,South America,PROD-OFF-208,Office Supplies,Storage,Storage Model Plus,3952.546666254586,9,0.0,-212.10981687295504,First Class
ORD-2022-101439,2024-02-04 23:21:32,CUS-2344,Leslie Burke,jill16@example.net,60,Small Business,Bermuda,Asia-Pacific,PROD-FUR-842,Furniture,Furnishings,Furnishings Model Pro,1892.3443777048403,8,0.5,197.9367879220527,Standard Class
ORD-2022-101440,2025-07-10 12:20:27,CUS-2657,Kyle Johnson,samanthasanchez@example.com,48,Consumer,Chile,Asia-Pacific,PROD-OFF-485,Office Supplies,Paper,Paper Model Pro,7336.33129694781,8,0.0,777.3253365528055,Second Class
ORD-2023-101441,2025-05-31 18:42:08,CUS-3198,Maria Schwartz,ulee@example.net,50,Home Office,Ukraine,South America,PROD-OFF-550,Office Supplies,Storage,Storage Model Basic,3798.3086738676757,5,0.0,701.6600573792781,Standard Class
ORD-2022-101442,2025-06-14 08:15:50,CUS-4225,Craig Moore,stantonjohn@example.com,40,Consumer,Anguilla,Africa,PROD-OFF-526,Office Supplies,Labels,Labels Model X,187.57847487510227,4,0.0,31.68692331045135,Same Day
ORD-2024-101443,2025-05-27 13:28:06,CUS-2941,Jason Villa,diana19@example.org,69,Consumer,Philippines,North America,PROD-TEC-131,Technology,Accessories,Accessories Model Pro,1970.387291795378,4,0.5,404.79623986371803,Standard Class
ORD-2023-101444,2023-11-16 18:34:22,CUS-2283,Deborah Mathews,robert72@example.net,38,Corporate,Iceland,South America,PROD-OFF-781,Office Supplies,Labels,Labels Model Basic,760.1914264414938,5,0.0,49.7101304680226,Same Day
ORD-2024-101445,2025-08-14 14:50:13,CUS-5481,Mark May,zashley@example.com,20,Corporate,Senegal,North America,PROD-TEC-144,Technology,Phones,Phones Model Plus,267.9411269421623,1,0.0,76.18046639188674,Same Day
ORD-2024-101446,2024-06-18 10:16:11,CUS-3857,Justin Webb,nfoley@example.org,29,Small Business,Madagascar,Europe,PROD-TEC-534,Technology,Laptops,Laptops Model X,510.92179997929384,6,0.0,53.398042672011016,First Class
ORD-2024-101447,2023-12-25 05:02:24,CUS-4560,Cindy Acosta,frank63@example.org,42,Small Business,Panama,North America,PROD-FUR-552,Furniture,Tables,Tables Model Pro,7567.322047896871,8,0.0,1189.1982838126307,Same Day
ORD-2023-101448,2025-03-22 13:35:31,CUS-4479,Paul Kim,melendezdean@example.net,23,Corporate,Morocco,South America,PROD-OFF-840,Office Supplies,Storage,Storage Model X,2500.229479907764,4,0.2,281.53806624690515,Standard Class
ORD-2023-101449,2023-01-10 04:50:17,CUS-4796,James Kemp,jwilliams@example.net,35,Small Business,Rwanda,South America,PROD-FUR-602,Furniture,Furnishings,Furnishings Model Pro,1212.2581533256764,7,0.15,233.8901837900363,Second Class
ORD-2022-101450,2023-02-22 18:27:01,CUS-4417,Miss Laura Moore,natalie90@example.org,42,Consumer,Spain,South America,PROD-TEC-871,Technology,Accessories,Accessories Model Plus,1363.2141118951956,2,0.0,151.81204369680546,Second Class
ORD-2023-101451,2025-10-13 13:52:40,CUS-1264,Nicole Nelson,jacquelinepowell@example.net,48,Small Business,Guatemala,North America,PROD-FUR-619,Furniture,Bookcases,Bookcases Model X,1254.6825594623579,3,0.0,285.09923658316166,Same Day
ORD-2024-101452,2025-01-11 04:22:13,CUS-2075,Michael James,hcain@example.net,32,Corporate,Cote d'Ivoire,North America,PROD-TEC-668,Technology,Laptops,Laptops Model X,7671.357839917023,8,0.0,2267.515916513504,First Class
ORD-2023-101453,2024-04-13 13:23:01,CUS-1638,Clarence Long,kmoore@example.org,43,Consumer,Jamaica,South America,PROD-OFF-514,Office Supplies,Art,Art Model Basic,4804.0117844140805,6,0.0,973.711465873378,Same Day
ORD-2022-101454,2023-08-15 19:30:24,CUS-4167,Timothy Wiley,gonzalezrachel@example.net,45,Consumer,Mexico,North America,PROD-OFF-485,Office Supplies,Art,Art Model X,2661.0711404034028,3,0.0,88.14388431205215,Second Class
ORD-2023-101455,2024-12-09 03:25:27,CUS-1438,Jane Wolf,elliottlauren@example.net,24,Consumer,Palestinian Territory,South America,PROD-TEC-364,Technology,Accessories,Accessories Model X,834.0640066193365,1,0.0,153.8737862513048,Second Class
ORD-2024-101456,2023-04-01 23:46:16,CUS-2364,Johnathan Brown,tyler06@example.net,26,Small Business,Sierra Leone,Europe,PROD-FUR-727,Furniture,Furnishings,Furnishings Model X,56.809632899408506,2,0.0,-2.8703773464220292,Standard Class
ORD-2024-101457,2025-01-12 06:40:51,CUS-4042,Diana Sanders,hugheskeith@example.net,28,Home Office,Syrian Arab Republic,Africa,PROD-FUR-279,Furniture,Bookcases,Bookcases Model Plus,3113.9008465104257,5,0.0,160.90747773137142,Standard Class
ORD-2022-101458,2025-09-13 06:52:54,CUS-4351,Abigail Logan,kaitlynbrown@example.net,37,Small Business,Austria,Europe,PROD-FUR-221,Furniture,Furnishings,Furnishings Model Basic,4068.38442439065,6,0.0,757.8056600804324,Standard Class
ORD-2022-101459,2025-05-05 08:33:57,CUS-5659,Shane Gutierrez,lisamiddleton@example.com,28,Corporate,Afghanistan,Europe,PROD-FUR-276,Furniture,Tables,Tables Model Basic,7024.602731549269,9,0.0,-165.7313496270514,Same Day
ORD-2022-101460,2023-08-18 14:53:08,CUS-4611,Julie Martinez,jeffrey24@example.com,67,Consumer,Guinea-Bissau,Asia-Pacific,PROD-FUR-904,Furniture,Chairs,Chairs Model Basic,5062.974418232978,8,0.15,7.500547687687957,First Class
ORD-2023-101461,2023-10-27 11:46:19,CUS-2375,William Nguyen,yolandasingh@example.com,39,Consumer,Chad,South America,PROD-FUR-311,Furniture,Tables,Tables Model Basic,333.7183530048666,7,0.0,0.7495723347717812,First Class
ORD-2022-101462,2025-04-12 19:39:32,CUS-3319,Shawna Ortiz,oconnordaniel@example.org,70,Corporate,Equatorial Guinea,Asia-Pacific,PROD-FUR-596,Furniture,Tables,Tables Model Plus,2521.5798245039605,6,0.0,64.2415148896608,First Class
ORD-2023-101463,2023-12-01 00:09:12,CUS-4425,Juan Roth,christina81@example.com,61,Home Office,French Polynesia,Asia-Pacific,PROD-OFF-159,Office Supplies,Paper,Paper Model X,4038.9732188446173,8,0.0,-216.16868725392717,Standard Class
ORD-2022-101464,2024-11-19 11:48:34,CUS-5893,Courtney Martinez,johnsonapril@example.com,27,Small Business,Western Sahara,Asia-Pacific,PROD-TEC-585,Technology,Copiers,Copiers Model X,2172.0331439309193,6,0.2,42.196029367344266,Standard Class
ORD-2023-101465,2024-01-19 09:00:05,CUS-4748,Wendy Meadows,hmiller@example.net,68,Consumer,Zimbabwe,Asia-Pacific,PROD-FUR-582,Furniture,Tables,Tables Model Basic,868.9773521435998,3,0.0,209.40927310496176,Standard Class
